			Incarcerated population by race/ethnicity in Census 2010- men plus women (18+)																																Incarcerated population by race/ethnicity in Census 2010- men																																Incarcerated population by race/ethnicity in Census 2010- women 																															
0400000US10	10	Delaware	"6,439"	"2,527"	"3,824"	6	8	4	46	24	183	"2,429"		"897,934"	"618,617"	"191,814"	"4,181"	"28,549"	400	"30,519"	"23,854"	"73,221"	"586,752"		717	408	"1,994"	144	28	"1,000"	151	101	250	414	"6,018"	"2,291"	"3,649"	5	5	2	45	21	181	"2,194"		"434,939"	"300,727"	"90,591"	"2,104"	"13,711"	198	"16,263"	"11,345"	"37,926"	"284,300"		"1,384"	762	"4,028"	238	36	"1,010"	277	185	477	772	421	236	175	1	3	2	1	3	2	235		"462,995"	"317,890"	"101,223"	"2,077"	"14,838"	202	"14,256"	"12,509"	"35,295"	"302,452"		91	74	173	48	20	990	7	24	6	78
0400000US11	11	District of Columbia	"3,570"	204	"3,120"	21	22	1	99	103	287	105		"601,723"	"231,471"	"305,125"	"2,079"	"21,056"	302	"24,374"	"17,316"	"54,749"	"209,464"		593	88	"1,023"	"1,010"	104	331	406	595	524	50	"3,107"	158	"2,734"	19	18	1	95	82	261	73		"284,222"	"114,740"	"138,512"	"1,029"	"8,807"	157	"13,066"	"7,911"	"28,258"	"103,709"		"1,093"	138	"1,974"	"1,846"	204	637	727	"1,037"	924	70	463	46	386	2	4	0	4	21	26	32		"317,501"	"116,731"	"166,613"	"1,050"	"12,249"	145	"11,308"	"9,405"	"26,491"	"105,755"		146	39	232	190	33	0	35	223	98	30
0400000US12	12	Florida	"166,247"	"85,756"	"75,880"	421	447	36	"2,399"	"1,308"	"22,490"	"67,838"		"18,801,310"	"14,109,162"	"2,999,862"	"71,458"	"454,821"	"12,286"	"681,144"	"472,577"	"4,223,806"	"10,884,722"		884	608	"2,529"	589	98	293	352	277	532	623	"150,114"	"75,426"	"70,619"	360	388	31	"2,158"	"1,132"	"20,681"	"58,876"		"9,189,355"	"6,908,034"	"1,443,269"	"36,944"	"209,802"	"6,317"	"353,503"	"231,486"	"2,086,858"	"5,335,517"		"1,634"	"1,092"	"4,893"	974	185	491	610	489	991	"1,103"	"16,133"	"10,330"	"5,261"	61	59	5	241	176	"1,809"	"8,962"		"9,611,955"	"7,201,128"	"1,556,593"	"34,514"	"245,019"	"5,969"	"327,641"	"241,091"	"2,136,948"	"5,549,205"		168	143	338	177	24	84	74	73	85	162
0400000US13	13	Georgia	"103,117"	"39,256"	"59,379"	186	378	41	"3,132"	745	"9,328"	"34,481"		"9,687,653"	"5,787,440"	"2,950,435"	"32,151"	"314,467"	"6,799"	"388,872"	"207,489"	"853,689"	"5,413,920"		"1,064"	678	"2,013"	579	120	603	805	359	"1,093"	637	"94,011"	"34,387"	"55,311"	167	348	40	"3,067"	691	"9,016"	"29,795"		"4,729,171"	"2,858,745"	"1,380,705"	"16,571"	"151,962"	"3,631"	"216,064"	"101,493"	"460,450"	"2,661,293"		"1,988"	"1,203"	"4,006"	"1,008"	229	"1,102"	"1,419"	681	"1,958"	"1,120"	"9,106"	"4,869"	"4,068"	19	30	1	65	54	312	"4,686"		"4,958,482"	"2,928,695"	"1,569,730"	"15,580"	"162,505"	"3,168"	"172,808"	"105,996"	"393,239"	"2,752,627"		184	166	259	122	18	32	38	51	79	170
0400000US15	15	Hawaii	"5,673"	"1,397"	221	26	"1,208"	"2,187"	176	458	501	"1,275"		"1,360,301"	"336,599"	"21,424"	"4,164"	"525,078"	"135,422"	"16,985"	"320,629"	"120,842"	"309,343"		417	415	"1,032"	624	230	"1,615"	"1,036"	143	415	412	"4,577"	"1,112"	194	18	"1,011"	"1,748"	162	332	400	"1,018"		"681,243"	"181,197"	"13,266"	"2,223"	"245,177"	"68,829"	"9,332"	"161,219"	"61,084"	"167,076"		672	614	"1,462"	810	412	"2,540"	"1,736"	206	655	609	"1,096"	285	27	8	197	439	14	126	101	257		"679,058"	"155,402"	"8,158"	"1,941"	"279,901"	"66,593"	"7,653"	"159,410"	"59,758"	"142,267"		161	183	331	412	70	659	183	79	169	181
0400000US16	16	Idaho	"11,251"	"9,764"	318	377	30	21	543	198	"1,800"	"8,610"		"1,567,582"	"1,396,487"	"9,810"	"21,441"	"19,069"	"2,317"	"79,523"	"38,935"	"175,901"	"1,316,243"		718	699	"3,242"	"1,758"	157	906	683	509	"1,023"	654	"9,778"	"8,477"	287	317	27	17	481	172	"1,603"	"7,446"		"785,324"	"697,198"	"5,746"	"10,685"	"8,476"	"1,249"	"42,522"	"19,448"	"91,607"	"656,298"		"1,245"	"1,216"	"4,995"	"2,967"	319	"1,361"	"1,131"	884	"1,750"	"1,135"	"1,473"	"1,287"	31	60	3	4	62	26	197	"1,164"		"782,258"	"699,289"	"4,064"	"10,756"	"10,593"	"1,068"	"37,001"	"19,487"	"84,294"	"659,945"		188	184	763	558	28	375	168	133	234	176
0400000US17	17	Illinois	"70,218"	"25,788"	"39,334"	360	249	14	"4,048"	425	"9,507"	"20,920"		"12,830,632"	"9,177,877"	"1,866,414"	"43,963"	"586,934"	"4,050"	"861,412"	"289,982"	"2,027,578"	"8,167,753"		547	281	"2,107"	819	42	346	470	147	469	256	"64,482"	"22,956"	"36,662"	307	205	12	"3,951"	389	"9,051"	"18,403"		"6,292,276"	"4,517,187"	"873,686"	"22,550"	"282,459"	"2,081"	"449,918"	"144,395"	"1,046,609"	"4,000,039"		"1,025"	508	"4,196"	"1,361"	73	577	878	269	865	460	"5,736"	"2,832"	"2,672"	53	44	2	97	36	456	"2,517"		"6,538,356"	"4,660,690"	"992,728"	"21,413"	"304,475"	"1,969"	"411,494"	"145,587"	"980,969"	"4,167,714"		88	61	269	248	14	102	24	25	46	60
0400000US18	18	Indiana	"48,394"	"30,666"	"16,508"	164	77	13	742	224	"3,018"	"28,522"		"6,483,802"	"5,467,906"	"591,397"	"18,462"	"102,474"	"2,348"	"173,314"	"127,901"	"389,707"	"5,286,453"		746	561	"2,791"	888	75	554	428	175	774	540	"43,959"	"27,270"	"15,582"	152	70	13	682	190	"2,877"	"25,204"		"3,189,737"	"2,689,711"	"283,552"	"9,371"	"49,472"	"1,166"	"93,485"	"62,980"	"204,937"	"2,595,914"		"1,378"	"1,014"	"5,495"	"1,622"	141	"1,115"	730	302	"1,404"	971	"4,435"	"3,396"	926	12	7	0	60	34	141	"3,318"		"3,294,065"	"2,778,195"	"307,845"	"9,091"	"53,002"	"1,182"	"79,829"	"64,921"	"184,770"	"2,690,539"		135	122	301	132	13	0	75	52	76	123
0400000US19	19	Iowa	"13,270"	"9,541"	"3,085"	249	91	13	145	146	"1,042"	"8,725"		"3,046,355"	"2,781,561"	"89,148"	"11,084"	"53,094"	"2,003"	"56,132"	"53,333"	"151,544"	"2,701,123"		436	343	"3,461"	"2,246"	171	649	258	274	688	323	"11,785"	"8,387"	"2,829"	214	82	10	136	127	973	"7,627"		"1,508,319"	"1,370,991"	"47,141"	"5,496"	"26,339"	"1,040"	"30,502"	"26,810"	"79,991"	"1,329,189"		781	612	"6,001"	"3,894"	311	962	446	474	"1,216"	574	"1,485"	"1,154"	256	35	9	3	9	19	69	"1,098"		"1,538,036"	"1,410,570"	"42,007"	"5,588"	"26,755"	963	"25,630"	"26,523"	"71,553"	"1,371,934"		97	82	609	626	34	312	35	72	96	80
0400000US20	20	Kansas	"17,952"	"11,333"	"5,537"	335	157	7	351	232	"2,600"	"9,290"		"2,853,118"	"2,391,044"	"167,864"	"28,150"	"67,762"	"2,238"	"110,127"	"85,933"	"300,042"	"2,230,539"		629	474	"3,299"	"1,190"	232	313	319	270	867	416	"16,484"	"10,311"	"5,182"	299	138	7	343	204	"2,443"	"8,397"		"1,415,408"	"1,180,357"	"85,849"	"14,005"	"32,471"	"1,205"	"58,935"	"42,586"	"156,485"	"1,097,741"		"1,165"	874	"6,036"	"2,135"	425	581	582	479	"1,561"	765	"1,468"	"1,022"	355	36	19	0	8	28	157	893		"1,437,710"	"1,210,687"	"82,015"	"14,145"	"35,291"	"1,033"	"51,192"	"43,347"	"143,557"	"1,132,798"		102	84	433	255	54	0	16	65	109	79
0400000US21	21	Kentucky	"41,115"	"27,828"	"11,965"	252	115	14	486	455	"2,200"	"26,413"		"4,339,367"	"3,809,537"	"337,520"	"10,120"	"48,930"	"2,501"	"55,551"	"75,208"	"132,836"	"3,745,655"		947	730	"3,545"	"2,490"	235	560	875	605	"1,656"	705	"36,271"	"23,800"	"11,240"	241	107	11	466	406	"2,111"	"22,436"		"2,134,952"	"1,869,039"	"166,932"	"5,251"	"22,868"	"1,325"	"32,343"	"37,194"	"74,281"	"1,834,336"		"1,699"	"1,273"	"6,733"	"4,590"	468	830	"1,441"	"1,092"	"2,842"	"1,223"	"4,844"	"4,028"	725	11	8	3	20	49	89	"3,977"		"2,204,415"	"1,940,498"	"170,588"	"4,869"	"26,062"	"1,176"	"23,208"	"38,014"	"58,555"	"1,911,319"		220	208	425	226	31	255	86	129	152	208
0400000US22	22	Louisiana	"60,420"	"19,879"	"39,606"	149	118	10	360	298	"2,143"	"18,390"		"4,533,372"	"2,836,192"	"1,452,396"	"30,579"	"70,132"	"1,963"	"69,227"	"72,883"	"192,560"	"2,734,884"		"1,333"	701	"2,727"	487	168	509	520	409	"1,113"	672	"55,862"	"17,679"	"37,335"	129	106	10	343	260	"2,039"	"16,249"		"2,219,292"	"1,400,974"	"690,640"	"15,249"	"34,724"	"1,046"	"40,747"	"35,912"	"106,394"	"1,346,832"		"2,517"	"1,262"	"5,406"	846	305	956	842	724	"1,916"	"1,206"	"4,558"	"2,200"	"2,271"	20	12	0	17	38	104	"2,141"		"2,314,080"	"1,435,218"	"761,756"	"15,330"	"35,408"	917	"28,480"	"36,971"	"86,166"	"1,388,052"		197	153	298	130	34	0	60	103	121	154
0400000US23	23	Maine	"3,679"	"3,305"	244	64	20	2	20	24	69	"3,253"		"1,328,361"	"1,264,971"	"15,707"	"8,568"	"13,571"	342	"4,261"	"20,941"	"16,935"	"1,254,297"		277	261	"1,553"	747	147	585	469	115	407	259	"3,322"	"2,971"	234	55	19	2	20	21	66	"2,922"		"650,056"	"618,226"	"8,813"	"4,242"	"5,899"	185	"2,285"	"10,406"	"8,519"	"613,079"		511	481	"2,655"	"1,297"	322	"1,081"	875	202	775	477	357	334	10	9	1	0	0	3	3	331		"678,305"	"646,745"	"6,894"	"4,326"	"7,672"	157	"1,976"	"10,535"	"8,416"	"641,218"		53	52	145	208	13	0	0	28	36	52
0400000US24	24	Maryland	"35,542"	"10,738"	"24,181"	40	105	8	307	163	"1,443"	"9,752"		"5,773,552"	"3,359,284"	"1,700,298"	"20,420"	"318,853"	"3,157"	"206,832"	"164,708"	"470,632"	"3,157,958"		616	320	"1,422"	196	33	253	148	99	307	309	"33,162"	"9,655"	"22,937"	36	94	8	287	145	"1,384"	"8,704"		"2,791,762"	"1,646,120"	"790,646"	"10,231"	"151,128"	"1,590"	"111,879"	"80,168"	"246,487"	"1,543,170"		"1,188"	587	"2,901"	352	62	503	257	181	561	564	"2,380"	"1,083"	"1,244"	4	11	0	20	18	59	"1,048"		"2,981,790"	"1,713,164"	"909,652"	"10,189"	"167,725"	"1,567"	"94,953"	"84,540"	"224,145"	"1,614,788"		80	63	137	39	7	0	21	21	26	65
0400000US25	25	Massachusetts	"24,435"	"16,200"	"6,446"	185	224	16	"1,172"	192	"5,771"	"11,899"		"6,547,629"	"5,265,236"	"434,398"	"18,850"	"349,768"	"2,223"	"305,151"	"172,003"	"627,654"	"4,984,800"		373	308	"1,484"	981	64	720	384	112	919	239	"22,726"	"14,931"	"6,130"	174	205	4	"1,109"	173	"5,487"	"10,831"		"3,166,628"	"2,545,285"	"209,693"	"9,588"	"167,156"	"1,118"	"150,682"	"83,106"	"308,095"	"2,406,954"		718	587	"2,923"	"1,815"	123	358	736	208	"1,781"	450	"1,709"	"1,269"	316	11	19	12	63	19	284	"1,068"		"3,381,001"	"2,719,951"	"224,705"	"9,262"	"182,612"	"1,105"	"154,469"	"88,897"	"319,559"	"2,577,846"		51	47	141	119	10	"1,086"	41	21	89	41
0400000US26	26	Michigan	"61,639"	"30,123"	"30,116"	569	210	7	248	366	"2,546"	"28,127"		"9,883,640"	"7,803,120"	"1,400,362"	"62,007"	"238,199"	"2,604"	"147,029"	"230,319"	"436,358"	"7,569,939"		624	386	"2,151"	918	88	269	169	159	583	372	"59,364"	"28,608"	"29,482"	530	186	6	229	323	"2,435"	"26,689"		"4,848,114"	"3,846,120"	"665,214"	"30,915"	"115,139"	"1,292"	"76,598"	"112,836"	"221,913"	"3,728,507"		"1,224"	744	"4,432"	"1,714"	162	464	299	286	"1,097"	716	"2,275"	"1,515"	634	39	24	1	19	43	111	"1,438"		"5,035,526"	"3,957,000"	"735,148"	"31,092"	"123,060"	"1,312"	"70,431"	"117,483"	"214,445"	"3,841,432"		45	38	86	125	20	76	27	37	52	37
0400000US27	27	Minnesota	"20,355"	"11,317"	"6,349"	"1,610"	444	19	302	314	"2,394"	"9,494"		"5,303,925"	"4,524,062"	"274,412"	"60,916"	"214,234"	"2,156"	"103,000"	"125,145"	"250,258"	"4,405,142"		384	250	"2,314"	"2,643"	207	881	293	251	957	216	"17,864"	"9,850"	"5,861"	"1,302"	382	16	236	217	"2,015"	"8,264"		"2,632,132"	"2,239,666"	"139,817"	"30,234"	"103,939"	"1,080"	"55,417"	"61,979"	"131,870"	"2,177,875"		679	440	"4,192"	"4,306"	368	"1,481"	426	350	"1,528"	379	"2,491"	"1,467"	488	308	62	3	66	97	379	"1,230"		"2,671,793"	"2,284,396"	"134,595"	"30,682"	"110,295"	"1,076"	"47,583"	"63,166"	"118,388"	"2,227,267"		93	64	363	"1,004"	56	279	139	154	320	55
0400000US28	28	Mississippi	"34,093"	"12,683"	"19,497"	155	181	16	947	614	"3,964"	"10,291"		"2,967,297"	"1,754,684"	"1,098,385"	"15,030"	"25,742"	"1,187"	"38,162"	"34,107"	"81,481"	"1,722,287"		"1,149"	723	"1,775"	"1,031"	703	"1,348"	"2,482"	"1,800"	"4,865"	598	"31,477"	"11,265"	"18,338"	140	174	16	941	603	"3,926"	"8,893"		"1,441,240"	"863,867"	"517,058"	"7,408"	"12,080"	625	"23,259"	"16,943"	"47,683"	"845,273"		"2,184"	"1,304"	"3,547"	"1,890"	"1,440"	"2,560"	"4,046"	"3,559"	"8,234"	"1,052"	"2,616"	"1,418"	"1,159"	15	7	0	6	11	38	"1,398"		"1,526,057"	"890,817"	"581,327"	"7,622"	"13,662"	562	"14,903"	"17,164"	"33,798"	"877,014"		171	159	199	197	51	0	40	64	112	159
0400000US29	29	Missouri	"41,797"	"24,927"	"16,112"	188	43	34	262	231	"1,378"	"23,954"		"5,988,927"	"4,958,770"	"693,391"	"27,376"	"98,083"	"6,261"	"80,457"	"124,589"	"212,470"	"4,850,748"		698	503	"2,324"	687	44	543	326	185	649	494	"38,025"	"22,125"	"15,225"	160	33	30	243	209	"1,254"	"21,238"		"2,933,477"	"2,436,316"	"329,174"	"13,786"	"46,093"	"3,116"	"43,461"	"61,531"	"110,740"	"2,381,066"		"1,296"	908	"4,625"	"1,161"	72	963	559	340	"1,132"	892	"3,772"	"2,802"	887	28	10	4	19	22	124	"2,716"		"3,055,450"	"2,522,454"	"364,217"	"13,590"	"51,990"	"3,145"	"36,996"	"63,058"	"101,730"	"2,469,682"		123	111	244	206	19	127	51	35	122	110
0400000US30	30	Montana	"5,312"	"3,750"	145	"1,193"	13	0	150	61	284	"3,662"		"989,415"	"884,961"	"4,027"	"62,555"	"6,253"	668	"5,975"	"24,976"	"28,565"	"868,628"		537	424	"3,601"	"1,907"	208	0	"2,510"	244	994	422	"4,638"	"3,348"	133	955	12	0	142	48	260	"3,268"		"496,667"	"444,487"	"2,623"	"30,965"	"2,490"	374	"3,238"	"12,490"	"14,484"	"436,368"		934	753	"5,071"	"3,084"	482	0	"4,385"	384	"1,795"	749	674	402	12	238	1	0	8	13	24	394		"492,748"	"440,474"	"1,404"	"31,590"	"3,763"	294	"2,737"	"12,486"	"14,081"	"432,260"		137	91	855	753	27	0	292	104	170	91
